Description,SNOMED_CT_Concept_ID,Codelist_Name,Med_Code_Id,Observations,Term
Malignant essential hypertension (disorder),b78975002,Hypertension diagnosis codes,a131046010,20000,Malignant essential hypertension
Malignant essential hypertension (disorder),b78975002,Hypertension diagnosis codes,a884121000006111,800,Malignant hypertension
Malignant essential hypertension (disorder),b78975002,Hypertension diagnosis codes,a3784371000006115,5,Accelerated essential hypertension
Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),b843821000000102,Hypertension diagnosis codes,a1846941000006119,20000,Stage 1 hypertension (NICE - National Institute for Health and Clinical Excellence 2011)
Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),b843821000000102,Hypertension diagnosis codes,a2193031000000112,20000,Stage 1 hypertension
Severe hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),b843841000000109,Hypertension diagnosis codes,a1846961000006115,1000,Severe hypertension (NICE - National Institute for Health and Clinical Excellence 2011)
Severe hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),b843841000000109,Hypertension diagnosis codes,a2193021000000110,2000,Severe hypertension
Stage 2 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),b846371000000103,Hypertension diagnosis codes,a1846991000006111,30000,Stage 2 hypertension (NICE - National Institute for Health and Clinical Excellence 2011)
Stage 2 hypertension (National Institute for Health and Clinical Excellence 2011) (disorder),b846371000000103,Hypertension diagnosis codes,a8286581000006114,3,Stage 2 hypertension
Pre-existing hypertension in obstetric context (disorder),b86041002,Hypertension diagnosis codes,a305764016,200,Other pre-existing hypertension in preg/childbirth/puerp
Pre-existing hypertension in obstetric context (disorder),b86041002,Hypertension diagnosis codes,a19411000006110,5,Other pre-exist hypertension in preg/childb/puerp + p/n comp
Pre-existing hypertension in obstetric context (disorder),b86041002,Hypertension diagnosis codes,a19421000006119,30,Other pre-exist hypertension in preg/childb/puerp-not deliv
Pre-existing hypertension in obstetric context (disorder),b86041002,Hypertension diagnosis codes,a19431000006116,60,Other pre-existing hypertension in preg/childb/puerp - deliv
Pre-existing hypertension in obstetric context (disorder),b86041002,Hypertension diagnosis codes,a19441000006114,60,Other pre-existing hypertension in preg/childb/puerp NOS
Pre-existing hypertension in obstetric context (disorder),b86041002,Hypertension diagnosis codes,a19451000006111,100,Other pre-existing hypertension in preg/childb/puerp unspec
Pre-existing hypertension in obstetric context (disorder),b86041002,Hypertension diagnosis codes,a39871000006113,8,Oth pre-exist hypert in preg/childb/puerp -del with p/n comp
Pre-existing hypertension in obstetric context (disorder),b86041002,Hypertension diagnosis codes,a504801000006112,400,Benign essential hypertension in preg/childb/puerp NOS
Pre-existing hypertension in obstetric context (disorder),b86041002,Hypertension diagnosis codes,a504811000006110,700,Benign essential hypertension in preg/childb/puerp unspec
Pre-existing hypertension in obstetric context (disorder),b86041002,Hypertension diagnosis codes,a3898601000006112,20,Pre-existing hypertension in obstetric context
Nocturnal hypertension (disorder),b863191000000102,Hypertension diagnosis codes,a8298681000006113,9,Nocturnal hypertension
Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) without evidence of end organ damage (disorder),b908631000000108,Hypertension diagnosis codes,a1908711000006115,20000,Stage 1 hypertension (NICE 2011) without evidence of end organ damage
Hypertensive emergency (disorder),b132721000119104,Hypertension diagnosis codes,a8041701000006119,20,Hypertensive emergency
Renal sclerosis with hypertension (disorder),b14973001,Hypertension diagnosis codes,a2737251000006112,5,Renal sclerosis with hypertension
Labile systemic arterial hypertension (disorder),b16229371000119106,Hypertension diagnosis codes,a9897511000006110,5,Labile systemic arterial hypertension
Hypertension caused by oral contraceptive pill (disorder),b169465000,Hypertension diagnosis codes,a262960017,1000,Hypertension induced by oral contraceptive pill
Secondary malignant renovascular hypertension (disorder),b194783001,Hypertension diagnosis codes,a299676019,40,Secondary malignant renovascular hypertension
"Benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered with postnatal complication (disorder)",b198945003,Hypertension diagnosis codes,a504761000006115,50,"Benign essential hypertension complicating pregnancy, childbirth and the puerperium - delivered with postnatal complication"
"Renal hypertension complicating pregnancy, childbirth and the puerperium - delivered (disorder)",b198951008,Hypertension diagnosis codes,a176951000006110,20,"Renal hypertension complicating pregnancy, childbirth and the puerperium - delivered"
"Renal hypertension complicating pregnancy, childbirth and the puerperium with postnatal complication (disorder)",b198954000,Hypertension diagnosis codes,a176921000006118,5,"Renal hypertension complicating pregnancy, childbirth and the puerperium with postnatal complication"
Pre-eclampsia or eclampsia with pre-existing hypertension - delivered (disorder),b198999008,Hypertension diagnosis codes,a212991000006114,2000,Pre-eclampsia or eclampsia with pre-existing hypertension - delivered
Pre-eclampsia or eclampsia with pre-existing hypertension - delivered with postnatal complication (disorder),b199000005,Hypertension diagnosis codes,a212981000006111,200,Pre-eclampsia or eclampsia with pre-existing hypertension - delivered with postnatal complication
"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium (disorder)",b199007008,Hypertension diagnosis codes,a213101000006114,1,"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium"
Renal hypertension (disorder),b28119000,Hypertension diagnosis codes,a2951231000006117,4,Renal hypertension
Labile essential hypertension (disorder),b371125006,Hypertension diagnosis codes,a6349461000006119,20,Labile essential hypertension
Hypertension with albuminuria (disorder),b397748008,Hypertension diagnosis codes,a6592161000006112,5,Hypertension with albuminuria
Hypertensive urgency (disorder),b443482000,Hypertension diagnosis codes,a7278171000006116,40,Hypertensive urgency
Low-renin essential hypertension (disorder),b46481004,Hypertension diagnosis codes,a3250801000006112,3,Low-renin essential hypertension
Parenchymal renal hypertension (disorder),b57684003,Hypertension diagnosis codes,a3437381000006110,5,Parenchymal renal hypertension
Sustained diastolic hypertension (disorder),b59720008,Hypertension diagnosis codes,a3470001000006117,1,Sustained diastolic hypertension
Benign essential hypertension in obstetric context (disorder),b63287004,Hypertension diagnosis codes,a3529151000006119,1,Benign essential hypertension in obstetric context
Pre-eclampsia added to pre-existing hypertension (disorder),b67359005,Hypertension diagnosis codes,a3595861000006116,3,Pre-eclampsia added to pre-existing hypertension
Pre-eclampsia added to pre-existing hypertension (disorder),b67359005,Hypertension diagnosis codes,a3595901000006111,1,Superimposed pre-eclampsia
Hypertensive crisis (disorder),b706882009,Hypertension diagnosis codes,a7609711000006110,50,Hypertensive crisis
Essential hypertension in obstetric context (disorder),b72022006,Hypertension diagnosis codes,a3671691000006112,1,Essential hypertension in obstetric context
Benign secondary renovascular hypertension (disorder),b73410007,Hypertension diagnosis codes,a2478822013,500,Secondary benign renovascular hypertension
Diastolic hypertension co-occurrent with systolic hypertension (disorder),b762463000,Hypertension diagnosis codes,a3636695013,2,Diastolic hypertension and systolic hypertension
Essential hypertension complicating AND/OR reason for care during pregnancy (disorder),b78808002,Hypertension diagnosis codes,a3781691000006113,1,Essential hypertension complicating AND/OR reason for care during pregnancy
Hypertension resistant to drug therapy (disorder),b845891000000103,Hypertension diagnosis codes,a2193971000000110,2000,Hypertension resistant to drug therapy
Hypertension resistant to drug therapy (disorder),b845891000000103,Hypertension diagnosis codes,a8286321000006117,3,Resistant hypertension
Chronic hypertension in obstetric context (disorder),b8762007,Hypertension diagnosis codes,a2639781000006114,2,Chronic hypertension in obstetric context
Malignant secondary hypertension (disorder),b89242004,Hypertension diagnosis codes,a299677011,200,Secondary malignant hypertension NOS
Malignant secondary hypertension (disorder),b89242004,Hypertension diagnosis codes,a151161000006115,600,Malignant secondary hypertension
Malignant secondary hypertension (disorder),b89242004,Hypertension diagnosis codes,a3950631000006119,1,Accelerated secondary hypertension
Stage 1 hypertension (National Institute for Health and Clinical Excellence 2011) with evidence of end organ damage (disorder),b908651000000101,Hypertension diagnosis codes,a1908721000006111,2000,Stage 1 hypertension (NICE 2011) with evidence of end organ damage
