Description,SNOMED_CT_Concept_ID,Codelist_Name,Med_Code_Id,Observations,Term
Chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A3 (disorder),b950231000000104,Chronic kidney disease (CKD) stage 3-5 codes,a1940521000006112,3000,CKD G4A3 - chronic kidney disease with glomerular filtration rate category G4 and albuminuria category A3
Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A1 (disorder),b950251000000106,Chronic kidney disease (CKD) stage 3-5 codes,a1940531000006110,200,CKD G5A1 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A1
Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A2 (disorder),b950291000000103,Chronic kidney disease (CKD) stage 3-5 codes,a1940541000006117,200,CKD G5A2 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A2
Chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A3 (disorder),b950311000000102,Chronic kidney disease (CKD) stage 3-5 codes,a1940551000006115,1000,CKD G5A3 - chronic kidney disease with glomerular filtration rate category G5 and albuminuria category A3
Hypertensive heart AND chronic kidney disease stage 4 (disorder),b96721000119103,Chronic kidney disease (CKD) stage 3-5 codes,a8030421000006114,3,Hypertensive heart AND chronic kidney disease stage 4
Chronic kidney disease stage 3 without proteinuria (disorder),b324281000000104,Chronic kidney disease (CKD) stage 3-5 codes,a595871000000110,100000,Chronic kidney disease stage 3 without proteinuria
Chronic kidney disease stage 3 without proteinuria (disorder),b324281000000104,Chronic kidney disease (CKD) stage 3-5 codes,a618441000000117,30000,CKD stage 3 without proteinuria
Chronic kidney disease stage 3 without proteinuria (disorder),b324281000000104,Chronic kidney disease (CKD) stage 3-5 codes,a8104261000006112,1,CKD (chronic kidney disease) stage 3 without proteinuria
Chronic kidney disease stage 3A with proteinuria (disorder),b324311000000101,Chronic kidney disease (CKD) stage 3-5 codes,a595931000000116,10000,Chronic kidney disease stage 3A with proteinuria
Chronic kidney disease stage 3A with proteinuria (disorder),b324311000000101,Chronic kidney disease (CKD) stage 3-5 codes,a618451000000119,5000,CKD stage 3A with proteinuria
Chronic kidney disease stage 3A with proteinuria (disorder),b324311000000101,Chronic kidney disease (CKD) stage 3-5 codes,a8104301000006115,2,CKD (chronic kidney disease) stage 3A with proteinuria
Chronic kidney disease stage 3A without proteinuria (disorder),b324341000000100,Chronic kidney disease (CKD) stage 3-5 codes,a595991000000115,80000,Chronic kidney disease stage 3A without proteinuria
Chronic kidney disease stage 3A without proteinuria (disorder),b324341000000100,Chronic kidney disease (CKD) stage 3-5 codes,a618461000000116,30000,CKD stage 3A without proteinuria
Chronic kidney disease stage 3B with proteinuria (disorder),b324371000000106,Chronic kidney disease (CKD) stage 3-5 codes,a596051000000115,10000,Chronic kidney disease stage 3B with proteinuria
Chronic kidney disease stage 3B with proteinuria (disorder),b324371000000106,Chronic kidney disease (CKD) stage 3-5 codes,a618471000000111,6000,CKD stage 3B with proteinuria
Chronic kidney disease stage 3B with proteinuria (disorder),b324371000000106,Chronic kidney disease (CKD) stage 3-5 codes,a8104381000006112,2,CKD (chronic kidney disease) stage 3B with proteinuria
Chronic kidney disease stage 4 without proteinuria (disorder),b324471000000100,Chronic kidney disease (CKD) stage 3-5 codes,a596261000000111,20000,Chronic kidney disease stage 4 without proteinuria
Chronic kidney disease stage 4 without proteinuria (disorder),b324471000000100,Chronic kidney disease (CKD) stage 3-5 codes,a618501000000116,6000,CKD stage 4 without proteinuria
Chronic kidney disease stage 5 without proteinuria (disorder),b324541000000105,Chronic kidney disease (CKD) stage 3-5 codes,a596401000000111,2000,Chronic kidney disease stage 5 without proteinuria
Chronic kidney disease stage 5 without proteinuria (disorder),b324541000000105,Chronic kidney disease (CKD) stage 3-5 codes,a618521000000113,1000,CKD stage 5 without proteinuria
Chronic kidney disease stage 4 (disorder),b431857002,Chronic kidney disease (CKD) stage 3-5 codes,a2767385013,3000,Chronic kidney disease stage 4
Chronic kidney disease stage 4 (disorder),b431857002,Chronic kidney disease (CKD) stage 3-5 codes,a304091000000116,500000,Chronic kidney disease stage 4
Chronic kidney disease stage 4 (disorder),b431857002,Chronic kidney disease (CKD) stage 3-5 codes,a7147781000006115,80,CKD stage 4
Chronic kidney disease stage 3 (disorder),b433144002,Chronic kidney disease (CKD) stage 3-5 codes,a2773184015,20000,Chronic kidney disease stage 3
Chronic kidney disease stage 3 (disorder),b433144002,Chronic kidney disease (CKD) stage 3-5 codes,a304071000000115,3000000,Chronic kidney disease stage 3
Chronic kidney disease stage 3 (disorder),b433144002,Chronic kidney disease (CKD) stage 3-5 codes,a7174791000006111,50,CKD stage 3
Chronic kidney disease stage 5 (disorder),b433146000,Chronic kidney disease (CKD) stage 3-5 codes,a2767154014,1000,Chronic kidney disease stage 5
Chronic kidney disease stage 5 (disorder),b433146000,Chronic kidney disease (CKD) stage 3-5 codes,a304111000000114,100000,Chronic kidney disease stage 5
Chronic kidney disease stage 5 (disorder),b433146000,Chronic kidney disease (CKD) stage 3-5 codes,a7174851000006111,40,CKD stage 5
Anemia co-occurrent and due to chronic kidney disease stage 3 (disorder),b691421000119108,Chronic kidney disease (CKD) stage 3-5 codes,a8212401000006115,7,Anaemia co-occurrent and due to chronic kidney disease stage 3
Chronic kidney disease stage 3A (disorder),b700378005,Chronic kidney disease (CKD) stage 3-5 codes,a557811000000119,100000,Chronic kidney disease stage 3A
Chronic kidney disease stage 3B (disorder),b700379002,Chronic kidney disease (CKD) stage 3-5 codes,a557831000000110,60000,Chronic kidney disease stage 3B
Chronic kidney disease stage 5 on dialysis (disorder),b714152005,Chronic kidney disease (CKD) stage 3-5 codes,a7714891000006118,10,Chronic kidney disease stage 5 on dialysis
Chronic kidney disease stage 4 due to type 2 diabetes mellitus (disorder),b721000119107,Chronic kidney disease (CKD) stage 3-5 codes,a7966641000006113,6,Chronic kidney disease stage 4 due to type 2 diabetes mellitus
Chronic kidney disease stage 5 due to type 1 diabetes mellitus (disorder),b90761000119106,Chronic kidney disease (CKD) stage 3-5 codes,a8027491000006113,1,Chronic kidney disease stage 5 due to type 1 diabetes mellitus
Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A1 (disorder),b949881000000106,Chronic kidney disease (CKD) stage 3-5 codes,a1940621000006111,30000,CKD G3aA1 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A1
Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A2 (disorder),b949901000000109,Chronic kidney disease (CKD) stage 3-5 codes,a1940631000006114,7000,CKD G3aA2 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A2
Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3 (disorder),b949921000000100,Chronic kidney disease (CKD) stage 3-5 codes,a1940641000006116,2000,CKD G3aA3 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3
Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3 (disorder),b949921000000100,Chronic kidney disease (CKD) stage 3-5 codes,a8345931000006110,1,Chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A3
Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A1 (disorder),b950061000000103,Chronic kidney disease (CKD) stage 3-5 codes,a1940651000006119,10000,CKD G3bA1 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A1
Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2 (disorder),b950081000000107,Chronic kidney disease (CKD) stage 3-5 codes,a1940661000006117,6000,CKD G3bA2 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2
Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2 (disorder),b950081000000107,Chronic kidney disease (CKD) stage 3-5 codes,a8346021000006117,1,Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A2
Chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A3 (disorder),b950101000000101,Chronic kidney disease (CKD) stage 3-5 codes,a1940671000006112,3000,CKD G3bA3 - chronic kidney disease with glomerular filtration rate category G3b and albuminuria category A3
Hypertensive heart AND chronic kidney disease stage 3 (disorder),b96731000119100,Chronic kidney disease (CKD) stage 3-5 codes,a8030431000006112,1,Hypertensive heart AND chronic kidney disease stage 3
