Description,SNOMED_CT_Concept_ID,Codelist_Name,Med_Code_Id,Observations,Term
Bipolar disorder (disorder),b13746004,Psychosis and schizophrenia and bipolar affective disease codes,a396801000006115,10000,Manic-depressive psychosis
Bipolar disorder (disorder),b13746004,Psychosis and schizophrenia and bipolar affective disease codes,a513871000006118,100000,Bipolar disorder
Bipolar disorder (disorder),b13746004,Psychosis and schizophrenia and bipolar affective disease codes,a882311000006110,10000,Manic-depressive psychoses
Subchronic disorganized schizophrenia with acute exacerbations (disorder),b14291003,Psychosis and schizophrenia and bipolar affective disease codes,a294738017,4,Acute exacerbation of subchronic hebephrenic schizophrenia
Mixed bipolar I disorder (disorder),b16506000,Psychosis and schizophrenia and bipolar affective disease codes,a294895014,300,Mixed bipolar I disorder
Non-organic psychosis (disorder),b191525009,Psychosis and schizophrenia and bipolar affective disease codes,a294724012,30000,Non-organic psychoses
Non-organic psychosis (disorder),b191525009,Psychosis and schizophrenia and bipolar affective disease codes,a294949018,500,Other specified non-organic psychoses
Non-organic psychosis (disorder),b191525009,Psychosis and schizophrenia and bipolar affective disease codes,a401771016,8000,Non-organic psychosis NOS
Non-organic psychosis (disorder),b191525009,Psychosis and schizophrenia and bipolar affective disease codes,a401862018,10000,[X]Unspecified nonorganic psychosis
Non-organic psychosis (disorder),b191525009,Psychosis and schizophrenia and bipolar affective disease codes,a25461000006115,3000,Other nonorganic psychoses
Non-organic psychosis (disorder),b191525009,Psychosis and schizophrenia and bipolar affective disease codes,a223611000000117,30000,Non-organic psychosis
Non-organic psychosis (disorder),b191525009,Psychosis and schizophrenia and bipolar affective disease codes,a412201000006113,2000,[X]Other nonorganic psychotic disorders
Simple schizophrenia (disorder),b191527001,Psychosis and schizophrenia and bipolar affective disease codes,a294726014,300,Schizophrenia simplex
Simple schizophrenia (disorder),b191527001,Psychosis and schizophrenia and bipolar affective disease codes,a294727017,30000,Simple schizophrenia
Simple schizophrenia (disorder),b191527001,Psychosis and schizophrenia and bipolar affective disease codes,a294734015,600,Simple schizophrenia NOS
Simple schizophrenia (disorder),b191527001,Psychosis and schizophrenia and bipolar affective disease codes,a426881000006111,600,[X]Simple schizophrenia
Acute exacerbation of chronic schizophrenia (disorder),b191531007,Psychosis and schizophrenia and bipolar affective disease codes,a294731011,1000,Acute exacerbation of chronic schizophrenia
Catatonic schizophrenia (disorder),b191542003,Psychosis and schizophrenia and bipolar affective disease codes,a294742019,3000,Catatonic schizophrenia
Catatonic schizophrenia (disorder),b191542003,Psychosis and schizophrenia and bipolar affective disease codes,a294743012,2,[X]Schizophrenic flexibilatis cerea
Catatonic schizophrenia (disorder),b191542003,Psychosis and schizophrenia and bipolar affective disease codes,a294744018,100,Unspecified catatonic schizophrenia
Catatonic schizophrenia (disorder),b191542003,Psychosis and schizophrenia and bipolar affective disease codes,a294753013,90,Catatonic schizophrenia NOS
Catatonic schizophrenia (disorder),b191542003,Psychosis and schizophrenia and bipolar affective disease codes,a370451000006110,500,[X]Catatonic schizophrenia
Catatonic schizophrenia (disorder),b191542003,Psychosis and schizophrenia and bipolar affective disease codes,a370461000006112,400,[X]Catatonic stupor
Catatonic schizophrenia (disorder),b191542003,Psychosis and schizophrenia and bipolar affective disease codes,a425641000006111,20,[X]Schizophrenic catalepsy
Catatonic schizophrenia (disorder),b191542003,Psychosis and schizophrenia and bipolar affective disease codes,a425651000006113,200,[X]Schizophrenic catatonia
Acute exacerbation of subchronic catatonic schizophrenia (disorder),b191547009,Psychosis and schizophrenia and bipolar affective disease codes,a294750011,6,Acute exacerbation of subchronic catatonic schizophrenia
Subchronic latent schizophrenia (disorder),b191561004,Psychosis and schizophrenia and bipolar affective disease codes,a294766013,1,Subchronic latent schizophrenia
Acute exacerbation of subchronic latent schizophrenia (disorder),b191563001,Psychosis and schizophrenia and bipolar affective disease codes,a294768014,3,Acute exacerbation of subchronic latent schizophrenia
Acute exacerbation of chronic latent schizophrenia (disorder),b191564007,Psychosis and schizophrenia and bipolar affective disease codes,a294769018,10,Acute exacerbation of chronic latent schizophrenia
Latent schizophrenia in remission (disorder),b191565008,Psychosis and schizophrenia and bipolar affective disease codes,a294770017,100,Latent schizophrenia in remission
Acute exacerbation of chronic schizoaffective schizophrenia (disorder),b191572009,Psychosis and schizophrenia and bipolar affective disease codes,a456731000006115,100,Acute exacerbation of chronic schizo-affective schizophrenia
Acute exacerbation of chronic schizoaffective schizophrenia (disorder),b191572009,Psychosis and schizophrenia and bipolar affective disease codes,a4763921000006118,3,Acute exacerbation of chronic schizoaffective schizophrenia
"Single manic episode, severe, with psychosis (disorder)",b191586008,Psychosis and schizophrenia and bipolar affective disease codes,a294806015,1000,"Single manic episode, severe, with psychosis"
Single manic episode in full remission (disorder),b191588009,Psychosis and schizophrenia and bipolar affective disease codes,a294808019,1000,Single manic episode in full remission
"Recurrent manic episodes, mild (disorder)",b191592002,Psychosis and schizophrenia and bipolar affective disease codes,a294812013,200,"Recurrent manic episodes, mild"
"Recurrent manic episodes, severe, with psychosis (disorder)",b191595000,Psychosis and schizophrenia and bipolar affective disease codes,a294815010,500,"Recurrent manic episodes, severe, with psychosis"
"Recurrent major depressive episodes, severe, with psychosis (disorder)",b191613003,Psychosis and schizophrenia and bipolar affective disease codes,a294840015,10000,"Recurrent major depressive episodes, severe, with psychosis"
"Recurrent major depressive episodes, severe, with psychosis (disorder)",b191613003,Psychosis and schizophrenia and bipolar affective disease codes,a424551000006113,1000,[X]Recurr severe episodes/psychogenic depressive psychosis
"Recurrent major depressive episodes, severe, with psychosis (disorder)",b191613003,Psychosis and schizophrenia and bipolar affective disease codes,a424671000006116,4000,[X]Recurrent severe episodes of psychotic depression
"Bipolar affective disorder, currently manic, mild (disorder)",b191620005,Psychosis and schizophrenia and bipolar affective disease codes,a294849019,1000,"Bipolar affective disorder, currently manic, mild"
"Bipolar affective disorder, currently manic, moderate (disorder)",b191621009,Psychosis and schizophrenia and bipolar affective disease codes,a294850019,2000,"Bipolar affective disorder, currently manic, moderate"
"Bipolar affective disorder, currently manic, severe, with psychosis (disorder)",b191623007,Psychosis and schizophrenia and bipolar affective disease codes,a367071000006119,3000,"Bipolar affective disorder, currently manic, severe, with psychosis"
"Bipolar affective disorder, currently manic, severe, with psychosis (disorder)",b191623007,Psychosis and schizophrenia and bipolar affective disease codes,a513701000006116,2000,"Bipolar affect disord, currently manic,severe with psychosis"
"Bipolar affective disorder, current episode depression (disorder)",b191627008,Psychosis and schizophrenia and bipolar affective disease codes,a294860011,4000,Manic-depressive - now depressed
"Bipolar affective disorder, current episode depression (disorder)",b191627008,Psychosis and schizophrenia and bipolar affective disease codes,a294861010,2000,"Bipolar affective disorder, currently depressed, unspecified"
"Bipolar affective disorder, current episode depression (disorder)",b191627008,Psychosis and schizophrenia and bipolar affective disease codes,a294868016,2000,"Bipolar affective disorder, currently depressed, NOS"
"Bipolar affective disorder, current episode depression (disorder)",b191627008,Psychosis and schizophrenia and bipolar affective disease codes,a513751000006117,8000,"Bipolar affective disorder, current episode depression"
"Bipolar affective disorder, currently depressed, moderate (disorder)",b191630001,Psychosis and schizophrenia and bipolar affective disease codes,a294863013,2000,"Bipolar affective disorder, currently depressed, moderate"
"Bipolar affective disorder, currently depressed, moderate (disorder)",b191630001,Psychosis and schizophrenia and bipolar affective disease codes,a367091000006118,3000,[X]Bipolar affect disorder cur epi mild or moderate depressn
"Bipolar affective disorder, currently depressed, in full remission (disorder)",b191634005,Psychosis and schizophrenia and bipolar affective disease codes,a513861000006113,800,"Bipolar affective disorder, currently depressed, in full remission"
Mixed bipolar affective disorder (disorder),b191636007,Psychosis and schizophrenia and bipolar affective disease codes,a294869012,60000,Mixed bipolar affective disorder
Mixed bipolar affective disorder (disorder),b191636007,Psychosis and schizophrenia and bipolar affective disease codes,a294870013,3000,"Mixed bipolar affective disorder, unspecified"
Mixed bipolar affective disorder (disorder),b191636007,Psychosis and schizophrenia and bipolar affective disease codes,a294877011,10000,"Mixed bipolar affective disorder, NOS"
"Mixed bipolar affective disorder, moderate (disorder)",b191639000,Psychosis and schizophrenia and bipolar affective disease codes,a294872017,1000,"Mixed bipolar affective disorder, moderate"
"Mixed bipolar affective disorder, severe, with psychosis (disorder)",b191641004,Psychosis and schizophrenia and bipolar affective disease codes,a294874016,2000,"Mixed bipolar affective disorder, severe, with psychosis"
Atypical manic disorder (disorder),b191658009,Psychosis and schizophrenia and bipolar affective disease codes,a294893019,200,Atypical manic disorder
Simple paranoid state (disorder),b191668004,Psychosis and schizophrenia and bipolar affective disease codes,a294904016,5000,Simple paranoid state
Paranoia querulans (disorder),b191672000,Psychosis and schizophrenia and bipolar affective disease codes,a294911017,60,Paranoia querulans
Psychogenic paranoid psychosis (disorder),b191680007,Psychosis and schizophrenia and bipolar affective disease codes,a294924017,1000,Psychogenic paranoid psychosis
Psychogenic paranoid psychosis (disorder),b191680007,Psychosis and schizophrenia and bipolar affective disease codes,a424071000006112,500,[X]Psychogenic paranoid psychosis
Psychogenic stupor (disorder),b191683009,Psychosis and schizophrenia and bipolar affective disease codes,a294927012,50,Psychogenic stupor
Epileptic psychosis (disorder),b231449007,Psychosis and schizophrenia and bipolar affective disease codes,a5023531000006114,10,Epileptic psychosis
Post-schizophrenic depression (disorder),b231485007,Psychosis and schizophrenia and bipolar affective disease codes,a423041000006119,200,[X]Post-schizophrenic depression
Post-schizophrenic depression (disorder),b231485007,Psychosis and schizophrenia and bipolar affective disease codes,a5023901000006110,4,Post-schizophrenic depression
Persistent delusional disorder (disorder),b231487004,Psychosis and schizophrenia and bipolar affective disease codes,a296066015,2000,"[X]Persistent delusional disorder, unspecified"
Persistent delusional disorder (disorder),b231487004,Psychosis and schizophrenia and bipolar affective disease codes,a401857019,600,[X]Other persistent delusional disorders
Persistent delusional disorder (disorder),b231487004,Psychosis and schizophrenia and bipolar affective disease codes,a376501000006110,900,[X]Delusional dysmorphophobia
Persistent delusional disorder (disorder),b231487004,Psychosis and schizophrenia and bipolar affective disease codes,a394461000006110,30,[X]Involutional paranoid state
Persistent delusional disorder (disorder),b231487004,Psychosis and schizophrenia and bipolar affective disease codes,a418181000006110,10,[X]Paranoia querulans
Persistent delusional disorder (disorder),b231487004,Psychosis and schizophrenia and bipolar affective disease codes,a419861000006117,30000,Persistent delusional disorder
Delusional hyperhidrosis (disorder),b238977002,Psychosis and schizophrenia and bipolar affective disease codes,a5128691000006114,1,Delusional hyperhidrosis
Residual schizophrenia (disorder),b26025008,Psychosis and schizophrenia and bipolar affective disease codes,a43595011,2000,Residual schizophrenia
Residual schizophrenia (disorder),b26025008,Psychosis and schizophrenia and bipolar affective disease codes,a169061000006112,2,Restzustand - schizophrenia
Residual schizophrenia (disorder),b26025008,Psychosis and schizophrenia and bipolar affective disease codes,a424841000006113,400,[X]Residual schizophrenia
Residual schizophrenia (disorder),b26025008,Psychosis and schizophrenia and bipolar affective disease codes,a424931000006113,2,[X]Restzustand schizophrenic
Paraphrenia (disorder),b26472000,Psychosis and schizophrenia and bipolar affective disease codes,a44335019,6000,Paraphrenia
Acute schizophrenic episode (disorder),b268617001,Psychosis and schizophrenia and bipolar affective disease codes,a401763015,4000,Acute schizophrenic episode
"Manic disorder, single episode (disorder)",b268619003,Psychosis and schizophrenia and bipolar affective disease codes,a294802018,2000,"Single manic episode, unspecified"
"Manic disorder, single episode (disorder)",b268619003,Psychosis and schizophrenia and bipolar affective disease codes,a294809010,500,"Manic disorder, single episode NOS"
"Manic disorder, single episode (disorder)",b268619003,Psychosis and schizophrenia and bipolar affective disease codes,a401765010,40000,"Manic disorder, single episode"
"Manic disorder, single episode (disorder)",b268619003,Psychosis and schizophrenia and bipolar affective disease codes,a401864017,1000,"[X]Manic episode, unspecified"
"Manic disorder, single episode (disorder)",b268619003,Psychosis and schizophrenia and bipolar affective disease codes,a367151000006111,6000,"[X]Bipolar disorder, single manic episode"
"Manic disorder, single episode (disorder)",b268619003,Psychosis and schizophrenia and bipolar affective disease codes,a396691000006111,6000,[X]Mania NOS
"Manic disorder, single episode (disorder)",b268619003,Psychosis and schizophrenia and bipolar affective disease codes,a396741000006113,8000,[X]Manic episode
"Manic disorder, single episode (disorder)",b268619003,Psychosis and schizophrenia and bipolar affective disease codes,a882321000006119,8000,Mania/hypomania
Chronic paranoid psychosis (disorder),b268622001,Psychosis and schizophrenia and bipolar affective disease codes,a401768012,8000,Chronic paranoid psychosis
Chronic paranoid psychosis (disorder),b268622001,Psychosis and schizophrenia and bipolar affective disease codes,a161371000006118,6,Sander's disease
Acute paranoid reaction (disorder),b268624000,Psychosis and schizophrenia and bipolar affective disease codes,a401770015,2000,Acute paranoid reaction
Borderline schizophrenia (disorder),b274952002,Psychosis and schizophrenia and bipolar affective disease codes,a367951000006113,100,Borderline schizophrenia
Acute schizophrenia-like psychotic disorder (disorder),b278853003,Psychosis and schizophrenia and bipolar affective disease codes,a362421000006113,4000,Acute schizophrenia-like psychotic disorder
Acute schizophrenia-like psychotic disorder (disorder),b278853003,Psychosis and schizophrenia and bipolar affective disease codes,a368001000006112,50,[X]Brief schizophreniform disorder
Acute schizophrenia-like psychotic disorder (disorder),b278853003,Psychosis and schizophrenia and bipolar affective disease codes,a368011000006110,60,[X]Brief schizophrenifrm psych
Acute schizophrenia-like psychotic disorder (disorder),b278853003,Psychosis and schizophrenia and bipolar affective disease codes,a403611000006116,1,[X]Oneirophrenia
Acute schizophrenia-like psychotic disorder (disorder),b278853003,Psychosis and schizophrenia and bipolar affective disease codes,a425671000006115,80,[X]Schizophrenic reaction
Erotomania (disorder),b280949006,Psychosis and schizophrenia and bipolar affective disease codes,a2532965018,200,Erotomania
Erotomania (disorder),b280949006,Psychosis and schizophrenia and bipolar affective disease codes,a5645621000006116,5,De Clerambault's syndrome
Cycloid psychosis (disorder),b307417003,Psychosis and schizophrenia and bipolar affective disease codes,a376271000006119,300,[X]Cycloid psychosis
Cycloid psychosis (disorder),b307417003,Psychosis and schizophrenia and bipolar affective disease codes,a376281000006116,60,Cycloid psychosis
Schizotypal personality disorder (disorder),b31027006,Psychosis and schizophrenia and bipolar affective disease codes,a401856011,3000,Schizotypal personality disorder
Schizotypal personality disorder (disorder),b31027006,Psychosis and schizophrenia and bipolar affective disease codes,a155281000006119,2000,Schizotypal personality
Schizotypal personality disorder (disorder),b31027006,Psychosis and schizophrenia and bipolar affective disease codes,a423731000006114,60,[X]Pseudoneurotic schizophrenia
Schizotypal personality disorder (disorder),b31027006,Psychosis and schizophrenia and bipolar affective disease codes,a423741000006116,20,[X]Pseudopsychopathic schizophrenia
Schizotypal personality disorder (disorder),b31027006,Psychosis and schizophrenia and bipolar affective disease codes,a425731000006110,1000,[X]Schizotypal personality disorder
Schizotypal personality disorder (disorder),b31027006,Psychosis and schizophrenia and bipolar affective disease codes,a3000261000006112,1,Schizoptypal disorder
Disorganized schizophrenia in remission (disorder),b31373002,Psychosis and schizophrenia and bipolar affective disease codes,a294740010,60,Hebephrenic schizophrenia in remission
"Bipolar I disorder, most recent episode hypomanic (disorder)",b31446002,Psychosis and schizophrenia and bipolar affective disease codes,a367111000006110,9000,"Bipolar affective disorder, current episode hypomanic"
"Bipolar I disorder, most recent episode hypomanic (disorder)",b31446002,Psychosis and schizophrenia and bipolar affective disease codes,a3006671000006118,40,"Bipolar I disorder, most recent episode hypomanic"
Somatic delusion disorder (disorder),b33323008,Psychosis and schizophrenia and bipolar affective disease codes,a3036131000006117,3,Somatic delusion disorder
Involutional paraphrenia (disorder),b38295006,Psychosis and schizophrenia and bipolar affective disease codes,a418251000006110,600,Late paraphrenia
Involutional paraphrenia (disorder),b38295006,Psychosis and schizophrenia and bipolar affective disease codes,a3116711000006110,20,Involutional paraphrenia
"Schizoaffective disorder, bipolar type (disorder)",b38368003,Psychosis and schizophrenia and bipolar affective disease codes,a3118041000006112,1,"Schizoaffective disorder, bipolar type"
Undifferentiated schizophrenia in remission (disorder),b39610001,Psychosis and schizophrenia and bipolar affective disease codes,a3137261000006111,2,Undifferentiated schizophrenia in remission
"[X]Schizophrenia, schizotypal and delusional disorders (disorder)",b417601000000102,Psychosis and schizophrenia and bipolar affective disease codes,a296022017,10000,"[X]Schizophrenia, schizotypal and delusional disorders"
"[X]Schizophrenia, schizotypal and delusional disorders (disorder)",b417601000000102,Psychosis and schizophrenia and bipolar affective disease codes,a12480451000006112,30,"[X]Schizophrenia, schizotypal and delusional disorders"
Amok (disorder),b41932008,Psychosis and schizophrenia and bipolar affective disease codes,a3175731000006118,2,Amok
Subchronic catatonic schizophrenia (disorder),b42868002,Psychosis and schizophrenia and bipolar affective disease codes,a71539017,30,Subchronic catatonic schizophrenia
Severe bipolar disorder with psychotic features (disorder),b4441000,Psychosis and schizophrenia and bipolar affective disease codes,a82171000006116,200,Severe bipolar disorder with psychotic features
Delusional disorder (disorder),b48500005,Psychosis and schizophrenia and bipolar affective disease codes,a215841000000114,50000,Delusional disorder
Schizophrenia in remission (disorder),b4926007,Psychosis and schizophrenia and bipolar affective disease codes,a9225016,10000,Schizophrenia in remission
Schizophrenia (disorder),b58214004,Psychosis and schizophrenia and bipolar affective disease codes,a294728010,30000,Unspecified schizophrenia
Schizophrenia (disorder),b58214004,Psychosis and schizophrenia and bipolar affective disease codes,a294789017,300,Other schizophrenia NOS
Schizophrenia (disorder),b58214004,Psychosis and schizophrenia and bipolar affective disease codes,a294790014,300000,Schizophrenia
Schizophrenia (disorder),b58214004,Psychosis and schizophrenia and bipolar affective disease codes,a296040018,2000,"[X]Schizophrenia, unspecified"
Schizophrenia (disorder),b58214004,Psychosis and schizophrenia and bipolar affective disease codes,a401764014,2000,Other schizophrenia
Schizophrenia (disorder),b58214004,Psychosis and schizophrenia and bipolar affective disease codes,a401855010,500,[X]Other schizophrenia
Schizophrenia (disorder),b58214004,Psychosis and schizophrenia and bipolar affective disease codes,a370631000006117,5,[X]Cenesthopathic schizophrenia
Schizophrenia (disorder),b58214004,Psychosis and schizophrenia and bipolar affective disease codes,a425601000006114,60000,[X]Schizophrenia
Schizophrenia (disorder),b58214004,Psychosis and schizophrenia and bipolar affective disease codes,a425681000006117,400,[X]Schizophreniform disord NOS
Schizophrenia (disorder),b58214004,Psychosis and schizophrenia and bipolar affective disease codes,a425711000006116,1000,[X]Schizophrenifrm psychos NOS
Postpartum psychosis in remission (disorder),b60401000119104,Psychosis and schizophrenia and bipolar affective disease codes,a3515942013,3,Postpartum psychosis in remission
Severe depressed bipolar I disorder without psychotic features (disorder),b61403008,Psychosis and schizophrenia and bipolar affective disease codes,a367051000006112,800,Severe depressed bipolar I disorder without psychotic features
Severe depressed bipolar I disorder without psychotic features (disorder),b61403008,Psychosis and schizophrenia and bipolar affective disease codes,a513731000006112,600,"Bipolar affect disord, now depressed, severe, no psychosis"
Induced psychotic disorder (disorder),b61831009,Psychosis and schizophrenia and bipolar affective disease codes,a389641000006110,400,Induced delusional disorder
Induced psychotic disorder (disorder),b61831009,Psychosis and schizophrenia and bipolar affective disease codes,a389651000006112,60,[X]Induced paranoid disorder
Induced psychotic disorder (disorder),b61831009,Psychosis and schizophrenia and bipolar affective disease codes,a389661000006114,1000,[X]Induced psychotic disorder
Induced psychotic disorder (disorder),b61831009,Psychosis and schizophrenia and bipolar affective disease codes,a3504721000006117,4,Induced psychotic disorder
Induced psychotic disorder (disorder),b61831009,Psychosis and schizophrenia and bipolar affective disease codes,a3504751000006114,100,Induced psychosis
Induced psychotic disorder (disorder),b61831009,Psychosis and schizophrenia and bipolar affective disease codes,a3504791000006115,30,Induced paranoid disorder
Manic bipolar I disorder in partial remission (disorder),b63249007,Psychosis and schizophrenia and bipolar affective disease codes,a513741000006119,500,Manic bipolar I disorder in partial remission
Schizoaffective disorder (disorder),b68890003,Psychosis and schizophrenia and bipolar affective disease codes,a296095012,600,[X]Other schizoaffective disorders
Schizoaffective disorder (disorder),b68890003,Psychosis and schizophrenia and bipolar affective disease codes,a296096013,20000,"[X]Schizoaffective disorder, unspecified"
Schizoaffective disorder (disorder),b68890003,Psychosis and schizophrenia and bipolar affective disease codes,a425541000006110,100000,Schizoaffective disorder
Schizoaffective disorder (disorder),b68890003,Psychosis and schizophrenia and bipolar affective disease codes,a425551000006112,2000,[X]Schizoaffective psychosis NOS
Chronic catatonic schizophrenia (disorder),b68995007,Psychosis and schizophrenia and bipolar affective disease codes,a114616017,30,Chronic catatonic schizophrenia
Acute polymorphic psychotic disorder without symptoms of schizophrenia (disorder),b712824002,Psychosis and schizophrenia and bipolar affective disease codes,a362391000006117,2000,Acute polymorphic psychotic disorder without symptoms of schizophrenia
Acute polymorphic psychotic disorder co-occurrent with symptoms of schizophrenia (disorder),b712850003,Psychosis and schizophrenia and bipolar affective disease codes,a362381000006115,2000,Acute polymorphic psychotic disorder co-occurrent with symptoms of schizophrenia
Acute polymorphic psychotic disorder co-occurrent with symptoms of schizophrenia (disorder),b712850003,Psychosis and schizophrenia and bipolar affective disease codes,a367971000006115,1,[X]Bouffee delirante with symptoms of schizophrenia
Acute polymorphic psychotic disorder co-occurrent with symptoms of schizophrenia (disorder),b712850003,Psychosis and schizophrenia and bipolar affective disease codes,a7696261000006113,1,Acute polymorphic psychotic disorder with symptoms of schizophrenia
Severe major depression with psychotic features (disorder),b73867007,Psychosis and schizophrenia and bipolar affective disease codes,a379771000006116,6000,[X]Endogenous depression with psychotic symptoms
Severe major depression with psychotic features (disorder),b73867007,Psychosis and schizophrenia and bipolar affective disease codes,a1715191000006112,10000,Severe major depression with psychotic features
Severe major depression with psychotic features (disorder),b73867007,Psychosis and schizophrenia and bipolar affective disease codes,a3700911000006115,20,Psychotic depression
"Single major depressive episode, severe, with psychosis, psychosis in remission (disorder)",b755321000000106,Psychosis and schizophrenia and bipolar affective disease codes,a1755901000006112,2000,"[X]Single major depressive episode, severe, with psychosis, psychosis in remission"
"Single major depressive episode, severe, with psychosis, psychosis in remission (disorder)",b755321000000106,Psychosis and schizophrenia and bipolar affective disease codes,a8232571000006118,400,"Single major depressive episode, severe, with psychosis, psychosis in remission"
"Mixed bipolar affective disorder, in partial remission (disorder)",b760721000000109,Psychosis and schizophrenia and bipolar affective disease codes,a701051000006118,1000,"Mixed bipolar affective disorder, partial/unspec remission"
"Mixed bipolar affective disorder, in partial remission (disorder)",b760721000000109,Psychosis and schizophrenia and bipolar affective disease codes,a8235161000006110,6,"Mixed bipolar affective disorder, in partial remission"
"Recurrent manic episodes, in partial remission (disorder)",b764671000000105,Psychosis and schizophrenia and bipolar affective disease codes,a182861000006110,60,"Recurrent manic episodes, in partial remission"
Single manic episode in partial remission (disorder),b764731000000103,Psychosis and schizophrenia and bipolar affective disease codes,a294807012,20,Single manic episode in partial remission
Single manic episode in remission (disorder),b764741000000107,Psychosis and schizophrenia and bipolar affective disease codes,a8237871000006117,5,Single manic episode in remission
"Bipolar disorder, most recent episode depression (disorder)",b767631007,Psychosis and schizophrenia and bipolar affective disease codes,a12059201000006117,7,"Bipolar disorder, most recent episode depression"
"Bipolar disorder, most recent episode manic (disorder)",b767632000,Psychosis and schizophrenia and bipolar affective disease codes,a12059211000006119,20,"Bipolar disorder, most recent episode manic"
Rapid cycling bipolar II disorder (disorder),b789061003,Psychosis and schizophrenia and bipolar affective disease codes,a13911951000006118,8,Rapid cycling bipolar II disorder
Moderate bipolar disorder (disorder),b79584002,Psychosis and schizophrenia and bipolar affective disease codes,a294883014,400,Moderate bipolar disorder
Subchronic paranoid schizophrenia (disorder),b79866005,Psychosis and schizophrenia and bipolar affective disease codes,a132503015,300,Subchronic paranoid schizophrenia
Chronic schizophrenia (disorder),b83746006,Psychosis and schizophrenia and bipolar affective disease codes,a1234861017,60000,Chronic schizophrenic
Chronic schizophrenia (disorder),b83746006,Psychosis and schizophrenia and bipolar affective disease codes,a3862661000006112,100,Chronic schizophrenia
Recurrent depression with current severe episode and psychotic features (disorder),b1089511000000100,Psychosis and schizophrenia and bipolar affective disease codes,a2729751000000118,30,Recurrent depression with current severe episode and psychotic features
Mania with mood-incongruent psychotic features (disorder),b1089671000000106,Psychosis and schizophrenia and bipolar affective disease codes,a2730071000000117,1,Mania with mood-incongruent psychotic features
Mania with psychotic features (disorder),b1089681000000108,Psychosis and schizophrenia and bipolar affective disease codes,a2730091000000118,90,Mania with psychotic features
First episode psychosis (finding),b1127191000000108,Psychosis and schizophrenia and bipolar affective disease codes,a12736721000006110,300,FEP - first episode psychosis
Severe manic bipolar I disorder without psychotic features (disorder),b162004,Psychosis and schizophrenia and bipolar affective disease codes,a513691000006116,300,Severe manic bipolar I disorder without psychotic features
Subchronic schizophrenia (disorder),b16990005,Psychosis and schizophrenia and bipolar affective disease codes,a28758018,30,Subchronic schizophrenia
