MedCodeId	Observations	Term	SnomedCTConceptId
6614301000006114	7	Cold autoimmune haemolytic anaemia	398937006
351137013	7	Acquired haemolytic anaemia with haemoglobinuria NEC	191222008
294575013	6	[X]Other megaloblastic anaemias, not elsewhere classified	53165003
293966011	6	Other specified other nutritional deficiency anaemia	267513007
787881000006114	6	Hypoplastic anaemia due to radiation	191247005
316946018	6	[X]Other congenital anaemias, not elsewhere classified	63565007
2938141000006114	6	Anaemia of pregnancy	27342004
479141000006117	6	Amino-acid deficiency anaemia	85746008
5063371000006112	6	Anemia of renal disease	234348004
7826141000006117	6	Iron-refractory iron deficiency anemia	722005000
4761161000006111	5	Combined B12 and folate deficiency anemia	191154007
3620051000006119	5	Congenital dyserythropoietic anaemia, type II	68870007
3255311000006112	5	Normocytic normochromic anaemia	46737006
294098012	5	Secondary warm-type haemolytic anaemia	191213007
787891000006112	5	Hypoplastic anaemia due to toxic cause	191248000
8212401000006115	4	Anaemia co-occurrent and due to chronic kidney disease stage 3	691421000119108
363101000006116	4	Non megaloblastic anaemia associated with nutritional deficiency	52565000
8300841000006112	4	Recurrent anaemia	866381000000109
294202011	4	Aplastic anaemia due to radiation	191247005
294115013	4	Non-autoimmune haemolytic anaemia NOS	191216004
294583019	4	[X]Other anaemias due to enzyme disorders	271737000
294606017	4	[X]Other sideroblastic anaemias	41841004
3220231000006118	4	Hypochromic microcytic anaemia	44666001
11998051000006118	4	X chromosome-linked sideroblastic anaemia	48983004
3866951000006118	3	Pernicious anemia	84027009
3514431000006111	3	G6PD deficiency anemia	62403005
294201016	3	Radiation aplastic anaemia	191247005
5063401000006110	3	Neonatal anaemia	234350007
6028441000006112	3	Anaemia during the puerperium	313291009
294004018	3	Anaemia due to disorders of nucleotide metabolism	191180008
3220221000006116	3	Hypochromic microcytic anemia	44666001
294112011	3	Other specified non-autoimmune haemolytic anaemia	191216004
3922691000006115	3	IDA - Iron deficiency anemia	87522002
293986010	3	Haemolytic anaemia due to glutathione metabolism disorder	191170009
4173361000006113	2	Refractory anaemia with ringed sideroblasts (clinical)	109998009
5063661000006113	2	Combined deficiency anaemia	234364007
3892431000006116	2	Folate deficiency anemia	85649008
6873191000006118	2	Refractory anaemia with excess blasts-2	415284008
12735441000006118	2	NHS Sickle Cell and Thalassaemia Screening Programme result consistent with sickle cell anaemia	148601000000109
2790391000006118	2	Congenital Heinz body haemolytic anaemia	18273004
156131000006115	2	Scorbutic anaemia	191161006
477268010	2	Drug-induced enzyme deficiency anaemia	15276008
2562431000006110	2	Warm autoimmune haemolytic anaemia	3978000
4417941000006111	2	Refractory anaemia	128845005
5063281000006117	2	Dilutional anaemia	234346000
5063841000006110	2	Maternal autoimmune haemolytic anaemia	234381003
4761131000006119	2	Folate deficiency anaemia due to liver disorders	191150003
3944001000006113	2	Diamond-Blackfan anaemia	88854002
988851000006114	2	Anaemias	668381000000100
356110010	2	Megaloblastic anaemia, thiamine-responsive, with diabetes mellitus and sensorineural deafness	237617006
6844061000006114	2	Autoimmune hemolytic anemia	413603009
12059351000006112	2	Anaemia due to and following chemotherapy	767657005
3892461000006113	2	Folic acid deficiency anaemia	85649008
3255321000006116	2	Normocytic normochromic anemia	46737006
813801000006111	2	Haemolytic anaemia due glutathione metabolism disorder NOS	191170009
3371441000006112	2	Anaemia following foetal blood loss	53743006
98611000006117	1	Toxic aplastic anaemia	191248000
2562461000006118	1	Warm autoimmune hemolytic anemia	3978000
7615371000006117	1	Anaemia in end stage renal disease	707324008
2938151000006111	1	Anemia of pregnancy	27342004
7615331000006115	1	Anaemia in chronic kidney disease	707323002
2541821000006111	1	Leukoerythroblastic anemia	2694001
4641521000006110	1	Anemia screening	171201007
4393301000006114	1	Cold Donath Landsteiner type autoimmune haemolytic anaemia	127057004
4796481000006115	1	Maternal anaemia in pregnancy, before birth	199246003
7615361000006112	1	Anemia in chronic kidney disease	707323002
4393161000006112	1	Secondary autoimmune haemolytic anaemia	127050002
590151000006112	1	Constitutional aplastic anaemia without malformation	28975000
5500771000006119	1	Deficiency anemias	267513007
3227541000006114	1	Anaemia due to multiple mechanisms	45098004
3216191000006116	1	Hypochromic anaemia	44452003
3273911000006114	1	Megaloblastic anaemia due to chronic haemolytic anaemia	47844003
7684021000006118	1	Microcytic anaemia with liver iron overload	711161006
294203018	1	Aplastic anaemia due to toxic cause	191248000
813821000006118	1	Haemolytic anaemia due to glutathione metabolism disorder OS	191170009
3220211000006112	1	Microcytic hypochromic anemia	44666001
6352651000006111	1	Iron deficiency anemia secondary to inadequate dietary iron intake	371315009
7843061000006112	1	Familial hypercholanemia	723360007
294179012	1	Other specified constitutional aplastic anaemia	267525005
3785381000006118	1	Anaemia due to unknown mechanism	79035003
6906661000006112	1	Sickle cell anemia with crisis	417425009
